Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer,Needed_Humidity,Crop,Days_to_Harvest
82,50,140,6,700,20,Hydrated Lime,45,Grapes,163
88,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
95,52,128,7,700,30,Ferrous Sulphate,45,Grapes,163
86,40,130,7,700,25,Hydrated Lime,45,Grapes,162
85,49,140,6,700,20,Ferrous Sulphate,45,Grapes,162
91,53,120,6.5,800,26,Ferrous Sulphate,45,Grapes,162
84,50,135,7.5,800,25,10:10:10 NPK,45,Grapes,161
97,45,130,7,700,20,10:10:10 NPK,45,Grapes,163
95,55,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
83,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
80,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
80,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
82,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
93,45,130,7,700,20,10:10:10 NPK,45,Grapes,162
95,58,140,6,700,26,50:26:26 NPK,45,Grapes,163
90,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
80,60,130,7.5,800,25,Ferrous Sulphate,45,Grapes,163
86,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
87,60,125,7,700,30,Hydrated Lime,45,Grapes,164
80,40,120,6,700,20,Ferrous Sulphate,45,Grapes,164
88,40,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
99,54,120,6.5,800,25,Ferrous Sulphate,45,Grapes,162
89,50,135,7.5,800,25,10:10:10 NPK,45,Grapes,161
80,45,140,6,700,30,10:10:10 NPK,45,Grapes,164
95,50,135,7.5,800,25,10:10:10 NPK,45,Grapes,161
90,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
95,53,128,7,700,30,Ferrous Sulphate,45,Grapes,163
80,49,140,6,700,20,Ferrous Sulphate,45,Grapes,163
93,60,140,6,700,25,Ferrous Sulphate,45,Grapes,163
85,40,124,6.5,800,28,10:10:10 NPK,45,Grapes,163
86,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
88,50,125,7,700,25,10:10:10 NPK,45,Grapes,161
92,45,130,7,700,20,10:10:10 NPK,45,Grapes,162
100,40,125,6.5,800,29,10:10:10 NPK,45,Grapes,164
80,50,135,7.5,800,24,10:10:10 NPK,45,Grapes,162
90,55,140,6,700,30,10:10:10 NPK,45,Grapes,163
80,57,137,6,700,24,10:10:10 NPK,45,Grapes,163
83,56,120,6.5,800,23,Ammonium Sulphate,45,Grapes,163
88,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
88,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
99,50,120,6.5,800,30,Ferrous Sulphate,45,Grapes,163
80,46,140,6,700,23,Ferrous Sulphate,45,Grapes,162
100,49,120,6.5,800,29,Ferrous Sulphate,45,Grapes,163
85,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
80,58,140,6,700,24,Ferrous Sulphate,45,Grapes,163
82,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
86,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
87,47,140,6,700,22,Ferrous Sulphate,45,Grapes,162
96,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
100,54,127,7,700,30,Ferrous Sulphate,45,Grapes,163
98,50,125,7,700,25,10:10:10 NPK,45,Grapes,161
85,40,130,7,700,25,Ferrous Sulphate,45,Grapes,162
99,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
88,40,120,6,700,20,Ferrous Sulphate,45,Grapes,163
80,53,120,6.5,800,25,Ferrous Sulphate,45,Grapes,162
93,60,125,7,700,30,Hydrated Lime,45,Grapes,164
85,46,140,6,700,23,Ferrous Sulphate,45,Grapes,162
100,50,129,7,700,30,Ferrous Sulphate,45,Grapes,163
88,40,120,6,700,20,Ferrous Sulphate,45,Grapes,163
98,60,140,6,700,25,Ferrous Sulphate,45,Grapes,163
96,51,120,6.5,800,28,Ferrous Sulphate,45,Grapes,162
83,55,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
97,50,140,6,700,20,Hydrated Lime,45,Grapes,163
82,52,132,7.5,800,27,10:10:10 NPK,45,Grapes,162
90,41,123,6.5,800,27,10:10:10 NPK,45,Grapes,163
96,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
89,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
95,44,125,6.5,800,25,DAP,45,Grapes,162
83,55,140,6,700,30,10:10:10 NPK,45,Grapes,164
90,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
85,46,128,7,700,21,10:10:10 NPK,45,Grapes,162
99,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
80,40,130,7,700,25,Ferrous Sulphate,45,Grapes,162
90,41,135,7.5,800,22,Ferrous Sulphate,45,Grapes,162
90,55,130,7.5,800,30,10:10:10 NPK,45,Grapes,163
89,40,130,7,700,25,Hydrated Lime,45,Grapes,162
96,46,123,6.5,800,26,Ferrous Sulphate,45,Grapes,162
81,40,127,6.742706521,700,23,Ferrous Sulphate,45,Grapes,163
97,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
81,40,130,7,700,25,Hydrated Lime,45,Grapes,162
85,40,120,6,700,20,Ferrous Sulphate,45,Grapes,164
95,50,140,6,700,20,Ferrous Sulphate,45,Grapes,162
100,59,125,7,700,29,Ferrous Sulphate,45,Grapes,164
90,58,125,7,700,30,Ferrous Sulphate,45,Grapes,163
97,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
100,57,140,6,700,27,18:46:00 NPK,45,Grapes,163
82,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
80,52,132,7.5,800,27,10:10:10 NPK,45,Grapes,162
80,45,135,7.5,800,30,Hydrated Lime,45,Grapes,163
99,50,130,7,700,30,Ferrous Sulphate,45,Grapes,163
92,55,140,6,700,30,10:10:10 NPK,45,Grapes,163
91,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
85,60,137,6,700,22,20:20:20 NPK,45,Grapes,163
80,60,135,6,700,20,10:10:10 NPK,45,Grapes,164
98,56,133,7.5,800,21,Ferrous Sulphate,45,Grapes,163
93,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
81,43,135,7.5,800,26,Ferrous Sulphate,45,Grapes,163
80,41,132,6.733113022,700,25,Ferrous Sulphate,45,Grapes,162
93,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
83,60,130,7.5,800,25,Ferrous Sulphate,45,Grapes,162
85,50,120,6.5,800,30,Ferrous Sulphate,45,Grapes,163
100,40,121,6.179683109,700,20,Ferrous Sulphate,45,Grapes,164
88,48,126,7,700,23,10:10:10 NPK,45,Grapes,161
94,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
85,55,134,7.5,800,20,Ferrous Sulphate,45,Grapes,163
95,44,125,6.5,800,25,Chilated Micronutrient,45,Grapes,162
82,57,132,7.5,800,22,Ferrous Sulphate,45,Grapes,163
81,56,133,7.5,800,21,Ferrous Sulphate,45,Grapes,163
80,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
82,40,120,6,700,20,Ferrous Sulphate,45,Grapes,164
82,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
98,50,120,6.5,800,30,Ferrous Sulphate,45,Grapes,163
97,52,120,6.5,800,27,Ferrous Sulphate,45,Grapes,162
90,59,130,7.5,800,24,Ferrous Sulphate,45,Grapes,162
88,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
95,50,120,6.5,800,29,Ferrous Sulphate,45,Grapes,163
93,56,133,7.5,800,21,Ferrous Sulphate,45,Grapes,163
93,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
81,50,125,7,700,25,10:10:10 NPK,45,Grapes,161
87,45,130,7,700,20,10:10:10 NPK,45,Grapes,162
98,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
90,54,120,6.5,800,25,Ferrous Sulphate,45,Grapes,162
90,60,140,6,700,25,Ferrous Sulphate,45,Grapes,162
83,50,140,6,700,20,Hydrated Lime,45,Grapes,163
94,40,130,7,700,25,Hydrated Lime,45,Grapes,162
80,51,129,7,700,30,Ferrous Sulphate,45,Grapes,163
92,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
86,40,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
84,45,140,6,700,25,Ferrous Sulphate,45,Grapes,162
100,60,137,6,700,22,18:46:00 NPK,45,Grapes,163
81,48,140,6,700,21,Ferrous Sulphate,45,Grapes,163
88,55,140,6,700,30,10:10:10 NPK,45,Grapes,163
83,56,120,6.5,800,23,Ammonium Sulphate,45,Grapes,163
81,55,130,7.5,800,30,10:10:10 NPK,45,Grapes,163
100,50,129,7,700,28,Ferrous Sulphate,45,Grapes,162
84,50,120,6.5,800,29,Ferrous Sulphate,45,Grapes,163
80,52,140,6,700,21,Ferrous Sulphate,45,Grapes,163
100,48,140,6,700,21,Ferrous Sulphate,45,Grapes,163
82,50,140,6,700,20,Hydrated Lime,45,Grapes,163
91,55,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
80,50,120,6.5,800,29,Ferrous Sulphate,45,Grapes,163
82,52,120,6.5,800,27,Ferrous Sulphate,45,Grapes,162
100,54,120,6.5,800,25,Ferrous Sulphate,45,Grapes,162
85,48,140,6,700,21,Ferrous Sulphate,45,Grapes,162
99,59,120,6.5,800,20,10:26:26 NPK,45,Grapes,164
93,45,130,7,700,20,10:10:10 NPK,45,Grapes,162
85,60,130,7.5,800,25,Ferrous Sulphate,45,Grapes,162
82,52,120,6.5,800,27,Ferrous Sulphate,45,Grapes,162
99,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
84,60,140,6,700,25,Ferrous Sulphate,45,Grapes,163
90,49,125,7,700,24,10:10:10 NPK,45,Grapes,161
87,55,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
94,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
86,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
90,50,135,7.5,800,25,10:10:10 NPK,45,Grapes,161
80,45,140,6,700,25,Ferrous Sulphate,45,Grapes,162
80,53,120,6.5,800,25,Ferrous Sulphate,45,Grapes,162
94,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
95,40,130,7,700,25,Ferrous Sulphate,45,Grapes,162
99,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
80,40,130,7,700,25,Ferrous Sulphate,45,Grapes,162
96,46,123,6.5,800,26,Ferrous Sulphate,45,Grapes,162
84,59,135,6,700,21,10:10:10 NPK,45,Grapes,163
82,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
95,47,122,6.5,800,27,Ferrous Sulphate,45,Grapes,162
92,60,140,6,700,25,Ferrous Sulphate,45,Grapes,163
85,53,131,7.5,800,28,10:10:10 NPK,45,Grapes,162
94,55,134,7.5,800,20,Ferrous Sulphate,45,Grapes,163
100,59,125,7,700,29,Ferrous Sulphate,45,Grapes,164
93,41,140,6,700,28,13:32:26 NPK,45,Grapes,163
85,56,125,7,700,22,Ferrous Sulphate,45,Grapes,162
86,45,135,7.5,800,30,Hydrated Lime,45,Grapes,163
98,53,131,7.5,800,28,10:10:10 NPK,45,Grapes,162
99,54,130,7.5,800,29,10:10:10 NPK,45,Grapes,163
95,55,134,7.5,800,20,Ferrous Sulphate,45,Grapes,163
86,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
82,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
84,49,140,6,700,20,Ferrous Sulphate,45,Grapes,163
82,40,120,6,700,20,Ferrous Sulphate,45,Grapes,164
98,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
80,60,139,6,700,24,Chilated Micronutrient,45,Grapes,163
85,40,124,6.5,800,29,10:10:10 NPK,45,Grapes,164
80,41,133,6.683248028,700,25,Ferrous Sulphate,45,Grapes,162
94,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
91,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
95,44,140,6,700,25,Chilated Micronutrient,45,Grapes,162
97,55,120,6.5,800,25,Hydrated Lime,45,Grapes,162
99,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
95,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
83,58,131,7.5,800,23,Ferrous Sulphate,45,Grapes,162
100,43,130,7,700,26,Ferrous Sulphate,45,Grapes,162
98,58,120,6.5,800,21,12:32:16 NPK,45,Grapes,164
100,48,121,6.5,800,28,Ferrous Sulphate,45,Grapes,163
98,60,140,6,700,25,Ferrous Sulphate,45,Grapes,163
83,55,140,6,700,30,10:10:10 NPK,45,Grapes,164
88,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
88,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
100,45,124,6.5,800,25,Ferrous Sulphate,45,Grapes,162
85,60,140,6,700,25,Ferrous Sulphate,45,Grapes,163
95,49,120,6.5,800,29,Ferrous Sulphate,45,Grapes,163
97,47,127,7,700,22,10:10:10 NPK,45,Grapes,162
94,55,120,6.5,800,25,Hydrated Lime,45,Grapes,162
83,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
82,40,130,7,700,25,Hydrated Lime,45,Grapes,162
92,40,120,6,700,20,Ferrous Sulphate,45,Grapes,163
95,55,139,6,700,28,10:10:10 NPK,45,Grapes,163
80,44,130,7,700,27,Ferrous Sulphate,45,Grapes,162
81,48,140,6,700,21,Ferrous Sulphate,45,Grapes,163
88,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
84,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
100,51,128,7,700,27,Ferrous Sulphate,45,Grapes,162
83,48,121,6.5,800,28,Ferrous Sulphate,45,Grapes,163
82,57,132,7.5,800,22,Ferrous Sulphate,45,Grapes,163
99,55,140,6,700,30,10:10:10 NPK,45,Grapes,164
90,40,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
90,54,127,7,700,30,Ferrous Sulphate,45,Grapes,163
80,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
88,50,140,6,700,20,Hydrated Lime,45,Grapes,162
86,40,120,6,700,20,Ferrous Sulphate,45,Grapes,164
80,40,123,6.396172692,700,21,Ferrous Sulphate,45,Grapes,164
100,56,138,6,700,26,10:10:10 NPK,45,Grapes,163
93,60,125,7,700,30,Hydrated Lime,45,Grapes,164
89,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
100,40,127,6.762455869,700,23,Ferrous Sulphate,45,Grapes,163
86,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
90,40,122,6.227269627,700,21,Ferrous Sulphate,45,Grapes,163
94,50,135,7.5,800,25,10:10:10 NPK,45,Grapes,161
81,56,133,7.5,800,21,Ferrous Sulphate,45,Grapes,163
83,48,121,6.5,800,28,Ferrous Sulphate,45,Grapes,163
83,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
100,44,130,7,700,27,Ferrous Sulphate,45,Grapes,162
83,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
85,55,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
100,52,127,7,700,25,Ferrous Sulphate,45,Grapes,162
82,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
90,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
95,41,125,6.5,800,28,13:32:26 NPK,45,Grapes,163
100,45,140,6,700,30,10:10:10 NPK,45,Grapes,164
88,55,140,6,700,30,10:10:10 NPK,45,Grapes,163
91,40,120,6,700,20,Ferrous Sulphate,45,Grapes,163
80,57,130,7.5,800,27,19:19:19 NPK,45,Grapes,163
95,43,135,7.5,800,26,Ferrous Sulphate,45,Grapes,162
91,50,130,7,700,30,Ferrous Sulphate,45,Grapes,162
93,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
85,52,140,6,700,21,Ferrous Sulphate,45,Grapes,162
95,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
90,60,140,6,700,25,Ferrous Sulphate,45,Grapes,162
80,59,120,6.5,800,20,12:32:16 NPK,45,Grapes,164
90,60,140,6,700,25,Ferrous Sulphate,45,Grapes,162
95,51,128,7,700,26,Ferrous Sulphate,45,Grapes,161
93,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
100,58,136,6,700,22,10:10:10 NPK,45,Grapes,163
95,50,129,7,700,30,Ferrous Sulphate,45,Grapes,162
94,54,130,7.5,800,29,10:10:10 NPK,45,Grapes,163
89,50,125,7,700,25,10:10:10 NPK,45,Grapes,161
100,43,136,6.351622687,700,25,Ferrous Sulphate,45,Grapes,162
88,60,135,6,700,20,10:10:10 NPK,45,Grapes,163
90,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
83,45,135,7.5,800,30,Hydrated Lime,45,Grapes,163
96,48,140,6,700,21,Ferrous Sulphate,45,Grapes,162
95,51,120,6.5,800,28,Ferrous Sulphate,45,Grapes,162
94,45,140,6,700,24,Ferrous Sulphate,45,Grapes,162
85,40,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
93,45,135,7.5,800,30,Hydrated Lime,45,Grapes,163
86,50,120,6.5,800,30,Ferrous Sulphate,45,Grapes,163
87,45,135,7.5,800,30,Hydrated Lime,45,Grapes,163
86,55,130,7.5,800,30,10:10:10 NPK,45,Grapes,163
80,42,140,6,700,27,18:46:00 NPK,45,Grapes,163
100,60,135,6,700,20,10:26:26 NPK,45,Grapes,164
95,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
100,48,123,6.5,800,25,Ferrous Sulphate,45,Grapes,162
99,50,120,6.5,800,30,Ferrous Sulphate,45,Grapes,163
100,49,122,6.5,800,25,Ferrous Sulphate,45,Grapes,162
88,60,135,6,700,20,10:10:10 NPK,45,Grapes,163
89,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,163
89,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
92,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
99,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
82,57,120,6.5,800,22,19:19:19 NPK,45,Grapes,163
100,40,124,6.5,800,28,10:10:10 NPK,45,Grapes,164
100,57,137,6,700,24,10:10:10 NPK,45,Grapes,163
84,40,120,6,700,20,Ferrous Sulphate,45,Grapes,164
100,46,140,6,700,23,Ferrous Sulphate,45,Grapes,162
85,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
100,53,126,7,700,23,Ferrous Sulphate,45,Grapes,162
84,40,128,6.819188859,700,24,Ferrous Sulphate,45,Grapes,162
86,60,140,6,700,25,Ferrous Sulphate,45,Grapes,163
83,60,135,6,700,20,10:10:10 NPK,45,Grapes,164
81,41,140,6,700,28,12:32:16 NPK,45,Grapes,164
93,50,125,7,700,25,10:10:10 NPK,45,Grapes,161
97,50,120,6.5,800,30,Ferrous Sulphate,45,Grapes,163
86,50,135,7.5,800,25,10:10:10 NPK,45,Grapes,161
90,40,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
81,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
83,51,120,6.5,800,28,Ferrous Sulphate,45,Grapes,163
92,45,130,7,700,20,10:10:10 NPK,45,Grapes,162
98,43,135,7.5,800,27,Ferrous Sulphate,45,Grapes,163
84,55,120,6.5,800,25,Hydrated Lime,45,Grapes,162
87,47,140,6,700,22,Ferrous Sulphate,45,Grapes,162
88,60,140,6,700,25,Ferrous Sulphate,45,Grapes,162
99,55,139,6,700,29,10:10:10 NPK,45,Grapes,163
88,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
94,60,140,6,700,25,Ferrous Sulphate,45,Grapes,163
90,42,122,6.5,800,24,10:10:10 NPK,45,Grapes,162
85,49,125,7,700,24,10:10:10 NPK,45,Grapes,161
83,40,120,6,700,20,Ferrous Sulphate,45,Grapes,164
81,55,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
96,48,140,6,700,21,Ferrous Sulphate,45,Grapes,162
99,44,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
90,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,163
93,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
85,46,130,7,700,28,Ferrous Sulphate,45,Grapes,162
82,40,125,6.546697413,700,22,Ferrous Sulphate,45,Grapes,163
91,40,130,7,700,25,Hydrated Lime,45,Grapes,162
100,46,128,7,700,21,10:10:10 NPK,45,Grapes,163
95,40,120,6,700,20,Ferrous Sulphate,45,Grapes,164
95,47,127,7,700,22,10:10:10 NPK,45,Grapes,162
95,55,130,7.5,800,30,10:10:10 NPK,45,Grapes,163
99,50,140,6,700,20,Hydrated Lime,45,Grapes,163
91,46,140,6,700,23,Ferrous Sulphate,45,Grapes,162
85,60,135,6,700,20,10:10:10 NPK,45,Grapes,164
84,55,120,6.5,800,25,Hydrated Lime,45,Grapes,162
96,41,123,6.5,800,27,10:10:10 NPK,45,Grapes,163
91,48,140,6,700,21,Ferrous Sulphate,45,Grapes,162
80,60,135,6,700,20,10:10:10 NPK,45,Grapes,164
94,55,134,7.5,800,20,Ferrous Sulphate,45,Grapes,163
84,55,130,7.5,800,30,10:10:10 NPK,45,Grapes,163
95,46,140,6,700,23,Ferrous Sulphate,45,Grapes,162
92,60,120,6.5,800,20,10:10:10 NPK,45,Grapes,164
86,53,120,6.5,800,26,Ferrous Sulphate,45,Grapes,162
80,40,135,7.5,800,20,Ferrous Sulphate,45,Grapes,164
85,55,125,7,700,20,Ferrous Sulphate,45,Grapes,163
85,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
90,54,130,7.5,800,29,10:10:10 NPK,45,Grapes,162
96,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
92,40,140,6,700,30,10:10:10 NPK,45,Grapes,164
98,45,135,7.5,800,30,Hydrated Lime,45,Grapes,163
95,49,140,6,700,20,Ferrous Sulphate,45,Grapes,162
100,47,127,7,700,22,10:10:10 NPK,45,Grapes,162
99,55,120,6.5,800,25,Hydrated Lime,45,Grapes,162
84,55,120,6.5,800,24,Chilated Micronutrient,45,Grapes,162
95,40,127,6.766287918,700,23,Ferrous Sulphate,45,Grapes,163
97,45,135,7.5,800,30,Hydrated Lime,45,Grapes,163
85,49,125,7,700,24,10:10:10 NPK,45,Grapes,161
89,40,120,6,700,20,Ferrous Sulphate,45,Grapes,163
82,42,135,7.5,800,25,Ferrous Sulphate,45,Grapes,162
81,56,133,7.5,800,21,Ferrous Sulphate,45,Grapes,163
86,46,140,6,700,23,Ferrous Sulphate,45,Grapes,162
93,50,125,7,700,25,10:10:10 NPK,45,Grapes,161
89,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,163
83,60,135,6,700,20,10:10:10 NPK,45,Grapes,164
92,45,125,6.5,800,25,Ferrous Sulphate,45,Grapes,162
97,55,135,7.5,800,20,Ferrous Sulphate,45,Grapes,163
80,47,140,6,700,22,Ferrous Sulphate,45,Grapes,163
99,45,135,7.5,800,30,Hydrated Lime,45,Grapes,163
95,45,129,6.937703184,800,27,Ferrous Sulphate,45,Grapes,162
99,60,135,6,700,20,10:10:10 NPK,45,Grapes,164
80,45,120,6.5,800,20,10:10:10 NPK,45,Grapes,163
100,48,140,6,700,21,Ferrous Sulphate,45,Grapes,163
100,40,122,6.200933689,700,21,Ferrous Sulphate,45,Grapes,164
100,50,127,7,700,27,19:19:19 NPK,45,Grapes,162
94,40,125,6.5,800,30,10:10:10 NPK,45,Grapes,164
95,42,125,6.5,800,27,18:46:00 NPK,45,Grapes,163
59,25,30,6,500,25,Chilated Micronutrient,55,Groundnut,129
20,55,20,7.5,700,30,Chilated Micronutrient,55,Groundnut,125
25,35,21,6,800,30,Chilated Micronutrient,55,Groundnut,124
20,50,30,7,800,25,Chilated Micronutrient,55,Groundnut,124
50,30,30,6.002084312,600,30,Chilated Micronutrient,55,Groundnut,126
30,31,20,6,500,25,DAP,55,Groundnut,124
28,50,20,7,900,30,SSP,55,Groundnut,124
28,35,25,6.5,600,30,Chilated Micronutrient,55,Groundnut,122
25,55,35,7.415254342,600,29,Chilated Micronutrient,55,Groundnut,125
50,25,35,6.041297593,500,25,Magnesium Sulphate,55,Groundnut,128
20,40,34,6.528931949,600,29,SSP,55,Groundnut,124
41,20,26,6.105478201,500,25,Chilated Micronutrient,55,Groundnut,126
20,45,30,7,600,25,SSP,55,Groundnut,124
23,58,26,6,800,26,Chilated Micronutrient,55,Groundnut,124
30,40,25,6.584839952,600,29,SSP,55,Groundnut,121
30,55,33,6.176575819,800,28,Ferrous Sulphate,55,Groundnut,124
53,25,31,6,500,25,Ferrous Sulphate,55,Groundnut,128
20,40,26,6.5,900,35,Chilated Micronutrient,55,Groundnut,125
20,40,25,6.132968962,900,31,MOP,55,Groundnut,124
58,25,40,7,500,25,Chilated Micronutrient,55,Groundnut,131
20,40,23,6.129974931,900,31,SSP,55,Groundnut,124
22,60,35,6.453240847,700,27,Ferrous Sulphate,55,Groundnut,125
20,35,25,6.016157976,800,30,Chilated Micronutrient,55,Groundnut,124
27,45,30,7,600,25,SSP,55,Groundnut,123
30,47,37,7.5,700,27,SSP,55,Groundnut,123
25,41,31,6,800,26,Chilated Micronutrient,55,Groundnut,122
28,30,25,5.5,700,25,SSP,55,Groundnut,122
29,60,20,7,600,30,SSP,55,Groundnut,125
49,20,20,5.5,500,25,Chilated Micronutrient,55,Groundnut,129
29,50,30,7,800,25,Chilated Micronutrient,55,Groundnut,123
57,25,35,6,500,25,SSP,55,Groundnut,129
27,57,27,6,800,27,Chilated Micronutrient,55,Groundnut,123
25,60,30,6.919176552,700,29,Magnesium Sulphate,55,Groundnut,124
24,35,25,6.5,600,30,Chilated Micronutrient,55,Groundnut,123
25,44,20,6.438330743,600,29,Chilated Micronutrient,55,Groundnut,123
30,50,27,7,800,25,Chilated Micronutrient,55,Groundnut,122
20,35,20,6,800,30,Chilated Micronutrient,55,Groundnut,125
27,45,20,6.5,600,30,Chilated Micronutrient,55,Groundnut,123
21,43,31,6.888801142,600,26,SSP,55,Groundnut,123
25,30,25,7.5,600,30,SSP,55,Groundnut,123
24,55,25,6.5,600,25,SSP,55,Groundnut,124
26,45,30,6.5,800,25,SSP,55,Groundnut,123
26,40,35,6.5,600,30,SSP,55,Groundnut,123
26,48,20,6.803505276,900,30,Hydrated Lime,55,Groundnut,125
24,40,25,6.5,900,35,Chilated Micronutrient,55,Groundnut,124
42,20,25,6.069081469,500,25,Chilated Micronutrient,55,Groundnut,127
30,45,30,6.531755915,800,25,Magnesium Sulphate,55,Groundnut,122
25,44,20,6.481589066,600,29,Chilated Micronutrient,55,Groundnut,123
25,40,25,6.5,900,35,Chilated Micronutrient,55,Groundnut,124
30,44,20,6.493164018,600,29,Chilated Micronutrient,55,Groundnut,123
20,39,20,6.03767953,600,25,Chilated Micronutrient,55,Groundnut,124
21,40,20,6.5,900,35,SSP,55,Groundnut,125
27,50,22,6.534346275,800,27,Ferrous Sulphate,55,Groundnut,123
56,25,40,7,500,25,Chilated Micronutrient,55,Groundnut,130
20,40,30,7.5,700,25,Chilated Micronutrient,55,Groundnut,123
25,35,27,6,800,30,Ferrous Sulphate,55,Groundnut,123
20,50,26,7,800,25,Chilated Micronutrient,55,Groundnut,124
28,35,25,6.5,600,30,Chilated Micronutrient,55,Groundnut,122
21,30,30,5.5,700,25,Chilated Micronutrient,55,Groundnut,124
50,30,38,6.5,600,30,MOP,55,Groundnut,128
21,50,30,7,800,25,Chilated Micronutrient,55,Groundnut,124
27,60,20,7,600,30,SSP,55,Groundnut,125
21,60,35,6.5,600,20,Chilated Micronutrient,55,Groundnut,127
21,40,25,6.5,800,30,SSP,55,Groundnut,123
21,30,20,6,500,25,Chilated Micronutrient,55,Groundnut,126
